Date,Map,Team 1 ID,Team 1 Start Side,Team 1 Score,Team 1 Half 1 Score,Team 1 Half 2 Score,Team 1 Overtime Score,Team 2 ID,Team 2 Start Side,Team 2 Score,Team 2 Half 1 Score,Team 2 Half 2 Score,Team 2 Overtime Score,Match ID
8/25/17,Overpass,7852,CT,7,4,3,0,6619,T,16,11,5,0,2313791/en9my-vs-intz-alienware-liga-pro-gamers-club-aug-17
8/25/17,Train,7852,CT,16,13,3,0,6619,T,4,2,2,0,2313791/en9my-vs-intz-alienware-liga-pro-gamers-club-aug-17
8/25/17,Cache,7852,T,11,7,4,0,6619,CT,16,8,8,0,2313791/en9my-vs-intz-alienware-liga-pro-gamers-club-aug-17
8/25/17,Cache,6420,CT,16,10,6,0,6419,T,6,5,1,0,2313883/kon-finland-vs-kon-norway-king-of-nordic-season-8
8/25/17,Cobblestone,8175,CT,16,11,5,0,8179,T,4,4,0,0,2313573/eracost-vs-derank-machine-rog-masters-2017-hong-kong-macau-qualifier
8/25/17,Mirage,8175,CT,16,14,2,0,8179,T,1,1,0,0,2313573/eracost-vs-derank-machine-rog-masters-2017-hong-kong-macau-qualifier
8/25/17,Overpass,6417,T,9,3,6,0,6418,CT,16,12,4,0,2313885/kon-denmark-vs-kon-sweden-king-of-nordic-season-8
8/25/17,Cache,5176,CT,16,13,3,0,8177,T,5,2,3,0,2313572/inchk1ng-vs-anti-eco-eco-club-rog-masters-2017-hong-kong-macau-qualifier
8/25/17,Overpass,5176,T,16,9,7,0,8177,CT,11,6,5,0,2313572/inchk1ng-vs-anti-eco-eco-club-rog-masters-2017-hong-kong-macau-qualifier
8/25/17,Nuke,6667,T,16,11,5,0,5991,CT,7,4,3,0,2313692/faze-vs-envyus-esl-pro-league-season-6-europe
8/25/17,Inferno,4674,T,4,3,1,0,4991,CT,16,12,4,0,2313689/ldlc-vs-fnatic-esl-pro-league-season-6-europe
8/25/17,Inferno,5176,T,16,10,6,0,8175,CT,8,5,3,0,2313574/inchk1ng-vs-eracost-rog-masters-2017-hong-kong-macau-qualifier
8/25/17,Mirage,5176,T,16,7,9,0,8175,CT,9,8,1,0,2313574/inchk1ng-vs-eracost-rog-masters-2017-hong-kong-macau-qualifier
8/25/17,Cobblestone,5167,CT,9,6,3,0,8211,T,16,9,7,0,2313854/rvn-vs-nasrrisky-arab-gaming-championship-2017-summer-open
8/25/17,Nuke,5167,T,6,3,3,0,8211,CT,16,12,4,0,2313854/rvn-vs-nasrrisky-arab-gaming-championship-2017-summer-open
8/25/17,Inferno,5167,T,10,7,3,0,8211,CT,16,8,8,0,2313854/rvn-vs-nasrrisky-arab-gaming-championship-2017-summer-open
8/25/17,Cache,4991,T,16,12,4,0,4674,CT,6,3,3,0,2313690/fnatic-vs-ldlc-esl-pro-league-season-6-europe
8/25/17,Train,6301,T,1,1,0,0,6211,CT,16,14,2,0,2313648/splyce-vs-renegades-esl-pro-league-season-6-north-america
8/25/17,Train,6137,T,16,5,11,0,7010,CT,12,10,2,0,2313647/sk-vs-immortals-esl-pro-league-season-6-north-america
8/25/17,Train,5395,T,5,5,0,0,5988,CT,16,0,16,0,2313915/penta-vs-flipsid3-showmatch-csgo
8/25/17,Cobblestone,5991,T,13,7,6,0,7533,CT,16,8,8,0,2313694/envyus-vs-north-esl-pro-league-season-6-europe
8/25/17,Cache,7728,T,13,8,5,0,8282,CT,16,7,9,0,2313853/spotnet-vs-next-generation-arab-gaming-championship-2017-summer-open
8/25/17,Mirage,7728,CT,10,4,6,0,8282,T,16,11,5,0,2313853/spotnet-vs-next-generation-arab-gaming-championship-2017-summer-open
8/25/17,Inferno,8051,CT,16,4,12,0,6033,T,13,11,2,0,2313794/c4-vs-keyd-stars-alienware-liga-pro-gamers-club-aug-17
8/25/17,Cache,8051,T,16,14,2,0,6033,CT,4,1,3,0,2313794/c4-vs-keyd-stars-alienware-liga-pro-gamers-club-aug-17
8/25/17,Cache,8001,T,7,7,0,0,4494,CT,3,0,3,0,2313914/dynasty-fe-vs-mousesports-showmatch-csgo
8/25/17,Cache,8297,CT,16,9,7,0,7081,T,9,6,3,0,2313792/furia-vs-black-dragons-alienware-liga-pro-gamers-club-aug-17
8/25/17,Overpass,8297,CT,16,9,7,0,7081,T,10,6,4,0,2313792/furia-vs-black-dragons-alienware-liga-pro-gamers-club-aug-17
8/25/17,Cache,6947,T,5,2,3,0,7653,CT,16,13,3,0,2313793/teamone-vs-isurus-alienware-liga-pro-gamers-club-aug-17
8/25/17,Mirage,6947,T,16,7,9,0,7653,CT,14,8,6,0,2313793/teamone-vs-isurus-alienware-liga-pro-gamers-club-aug-17
8/25/17,Overpass,6947,CT,16,10,6,0,7653,T,10,5,5,0,2313793/teamone-vs-isurus-alienware-liga-pro-gamers-club-aug-17
8/25/17,Mirage,6418,T,16,10,6,0,6420,CT,9,5,4,0,2313884/kon-sweden-vs-kon-finland-king-of-nordic-season-8
8/25/17,Cobblestone,6707,CT,16,11,5,0,8181,T,13,4,9,0,2313881/ronin-vs-gale-force-ecs-season-4-na-development-league-open-qualifier-2
8/25/17,Inferno,6707,CT,3,3,0,0,8181,T,16,12,4,0,2313881/ronin-vs-gale-force-ecs-season-4-na-development-league-open-qualifier-2
8/25/17,Mirage,6707,CT,16,13,3,0,8181,T,5,2,3,0,2313881/ronin-vs-gale-force-ecs-season-4-na-development-league-open-qualifier-2
8/25/17,Overpass,4608,T,10,9,1,0,7175,CT,16,6,10,0,2313695/natus-vincere-vs-heroic-esl-pro-league-season-6-europe
8/25/17,Nuke,7533,T,16,9,7,0,5991,CT,6,6,0,0,2313693/north-vs-envyus-esl-pro-league-season-6-europe
8/25/17,Nuke,6301,CT,16,10,6,0,6792,T,5,5,0,0,2313882/splyce-vs-prospects-ecs-season-4-na-development-league-open-qualifier-2
8/25/17,Train,6301,T,16,8,8,0,6792,CT,9,7,2,0,2313882/splyce-vs-prospects-ecs-season-4-na-development-league-open-qualifier-2
8/25/17,Train,5991,T,12,6,6,0,6667,CT,16,9,7,0,2313691/envyus-vs-faze-esl-pro-league-season-6-europe
8/25/17,Default,7234,CT,16,10,6,0,6297,T,8,5,3,0,2313587/endpoint-vs-cex-uk-masters-summer-2017-finals
8/25/17,Mirage,7234,T,16,8,8,0,6297,CT,12,7,5,0,2313587/endpoint-vs-cex-uk-masters-summer-2017-finals
8/25/17,Inferno,7175,T,16,8,8,0,4608,CT,14,7,7,0,2313696/heroic-vs-natus-vincere-esl-pro-league-season-6-europe
8/25/17,Train,5005,T,12,10,2,0,6137,CT,16,5,11,0,2313656/complexity-vs-sk-esl-pro-league-season-6-north-america
8/25/17,Cobblestone,7010,T,16,8,7,1,6211,CT,19,7,8,4,2313655/immortals-vs-renegades-esl-pro-league-season-6-north-america
8/26/17,Train,5974,T,11,9,2,0,5973,CT,16,6,10,0,2313659/clg-vs-liquid-esl-pro-league-season-6-north-america
8/26/17,Cobblestone,7497,T,14,7,7,0,7964,CT,16,8,8,0,2314097/resistance-vs-locastic-nest-2017
8/26/17,Mirage,7497,CT,16,12,4,0,7964,T,6,3,3,0,2314097/resistance-vs-locastic-nest-2017
8/26/17,Cache,7497,CT,16,8,8,0,7964,T,11,7,4,0,2314097/resistance-vs-locastic-nest-2017
8/26/17,Train,4602,CT,16,9,7,0,7532,T,8,6,2,0,2314096/tricked-vs-big-eleague-csgo-premier-2017-europe-qualifier
8/26/17,Nuke,8300,CT,16,13,3,0,8123,T,3,2,1,0,2314069/tech-titans-vs-keymotion-temporada-de-juegos-lan-2017
8/26/17,Train,8300,T,16,10,6,0,8123,CT,6,5,1,0,2314069/tech-titans-vs-keymotion-temporada-de-juegos-lan-2017
8/26/17,Cache,7964,CT,16,5,11,0,8291,T,13,10,3,0,2314078/locastic-vs-sadboys-nest-2017
8/26/17,Mirage,5929,CT,10,3,7,0,6094,T,16,12,4,0,2314092/space-soldiers-vs-vega-squadron-eleague-csgo-premier-2017-europe-qualifier
8/26/17,Cobblestone,7197,CT,14,6,8,0,4763,T,16,9,7,0,2314080/chaos-vs-hgh-dreamhack-open-montreal-2017-europe-open-qualifier
8/26/17,Train,7175,T,16,13,3,0,8309,CT,2,2,0,0,2314099/heroic-vs-redfear-eleague-csgo-premier-2017-europe-qualifier
8/26/17,Cache,8290,T,1,1,0,0,8291,CT,16,14,2,0,2313757/ripple-vs-sadboys-nest-2017
8/26/17,Overpass,4468,CT,16,13,3,0,8301,T,2,2,0,0,2314085/x6tence-vs-yoy-dreamhack-open-montreal-2017-europe-open-qualifier
8/26/17,Mirage,7092,CT,16,9,7,0,7655,T,8,6,2,0,2314062/5power-vs-ultimate-rog-masters-2017-asia-pacific-open-qualifier
8/26/17,Inferno,7092,CT,16,8,8,0,7655,T,12,7,5,0,2314062/5power-vs-ultimate-rog-masters-2017-asia-pacific-open-qualifier
8/26/17,Overpass,8207,T,16,9,7,0,6715,CT,14,6,8,0,2313623/aerowolf-vs-mineski-esea-open-season-25-asia-pacific
8/26/17,Train,8207,CT,16,11,5,0,6715,T,7,4,3,0,2313623/aerowolf-vs-mineski-esea-open-season-25-asia-pacific
8/26/17,Overpass,7900,T,16,11,5,0,8105,CT,6,4,2,0,2314086/spirit-academy-vs-vitalis-dreamhack-open-montreal-2017-europe-open-qualifier
8/26/17,Train,5988,T,16,10,6,0,8308,CT,8,5,3,0,2314093/flipsid3-vs-orion-eleague-csgo-premier-2017-europe-qualifier
8/26/17,Mirage,6669,T,14,5,9,0,7713,CT,16,10,6,0,2313809/binary-dragons-vs-north-academy-binary-dragons-prestige-lan
8/26/17,Cache,7613,T,16,11,5,0,5310,CT,7,4,3,0,2314095/red-reserve-vs-hellraisers-eleague-csgo-premier-2017-europe-qualifier
8/26/17,Train,8307,T,16,11,5,0,8302,CT,8,4,4,0,2314082/a-walk-to-remember-vs-maskin-dreamhack-open-montreal-2017-europe-open-qualifier
8/26/17,Train,4688,T,16,10,6,0,6113,CT,10,5,5,0,2313917/epsilon-vs-excel-gfinity-elite-series
8/26/17,Inferno,4688,CT,14,7,7,0,6113,T,16,8,8,0,2313917/epsilon-vs-excel-gfinity-elite-series
8/26/17,Mirage,4688,CT,16,13,3,0,6113,T,2,2,0,0,2313917/epsilon-vs-excel-gfinity-elite-series
8/26/17,Train,8127,CT,19,9,6,4,8291,T,15,6,9,0,2314098/kliktech-vs-sadboys-nest-2017
8/26/17,Inferno,8120,CT,16,8,8,0,7898,T,12,7,5,0,2313805/avangar-vs-pro100-binary-dragons-prestige-lan
8/26/17,Inferno,7701,CT,16,10,6,0,7797,T,5,5,0,0,2313804/imperial-vs-spartak-binary-dragons-prestige-lan
8/26/17,Inferno,8303,T,3,3,0,0,5991,CT,16,12,4,0,2314094/samba-vs-envyus-eleague-csgo-premier-2017-europe-qualifier
8/26/17,Mirage,7797,CT,6,5,1,0,8120,T,16,10,6,0,2313806/spartak-vs-avangar-binary-dragons-prestige-lan
8/26/17,Mirage,6855,T,23,7,8,8,8212,CT,25,8,7,10,2314077/fragsters-vs-corea-dreamhack-open-montreal-2017-europe-open-qualifier
8/26/17,Mirage,7898,T,12,7,5,0,7797,CT,16,8,8,0,2313803/pro100-vs-spartak-binary-dragons-prestige-lan
8/26/17,Mirage,7497,T,16,11,5,0,8127,CT,9,4,5,0,2313759/resistance-vs-kliktech-nest-2017
8/26/17,Mirage,6673,T,16,12,4,0,5752,CT,8,3,5,0,2313662/nrg-vs-cloud9-esl-pro-league-season-6-north-america
8/26/17,Cache,8122,CT,11,5,6,0,8121,T,16,10,6,0,2314070/kitsune-vs-malvinas-temporada-de-juegos-lan-2017
8/26/17,Train,8122,CT,20,7,8,5,8121,T,22,8,7,7,2314070/kitsune-vs-malvinas-temporada-de-juegos-lan-2017
8/26/17,Overpass,7964,T,16,10,6,0,8289,CT,12,5,7,0,2313756/locastic-vs-me-yom-araka-nest-2017
8/26/17,Overpass,7681,T,16,11,5,0,8103,CT,6,4,2,0,2313819/izako-boars-vs-off-mode-black-csbetgo-cup-1
8/26/17,Cache,7681,CT,16,13,3,0,8103,T,2,2,0,0,2313819/izako-boars-vs-off-mode-black-csbetgo-cup-1
8/26/17,Cobblestone,7497,CT,16,9,7,0,7498,T,7,6,1,0,2314079/resistance-vs-psychoactive-nest-2017
8/26/17,Cache,7701,T,16,12,4,0,8120,CT,10,3,7,0,2313802/imperial-vs-avangar-binary-dragons-prestige-lan
8/26/17,Cobblestone,5293,T,13,8,5,0,7803,CT,16,7,9,0,2314061/avant-vs-zen-rog-masters-2017-asia-pacific-open-qualifier
8/26/17,Inferno,5293,T,19,10,5,4,7803,CT,16,5,10,1,2314061/avant-vs-zen-rog-masters-2017-asia-pacific-open-qualifier
8/26/17,Mirage,5293,CT,16,9,7,0,7803,T,12,6,6,0,2314061/avant-vs-zen-rog-masters-2017-asia-pacific-open-qualifier
8/26/17,Mirage,8289,CT,19,11,4,4,8290,T,16,4,11,1,2314067/me-yom-araka-vs-ripple-nest-2017
8/26/17,Cache,7498,T,16,11,5,0,8289,CT,6,4,2,0,2314112/psychoactive-vs-me-yom-araka-nest-2017
8/26/17,Cache,7606,T,16,11,5,0,7479,CT,8,4,4,0,2313798/vici-vs-emp-91lounge-cup-1
8/26/17,Inferno,7606,CT,16,12,4,0,7479,T,4,3,1,0,2313798/vici-vs-emp-91lounge-cup-1
8/26/17,Mirage,7092,CT,16,6,10,0,5293,T,13,9,4,0,2314063/5power-vs-avant-rog-masters-2017-asia-pacific-open-qualifier
8/26/17,Inferno,7092,CT,16,7,9,0,5293,T,14,8,6,0,2314063/5power-vs-avant-rog-masters-2017-asia-pacific-open-qualifier
8/26/17,Overpass,4608,T,9,7,2,0,4991,CT,16,8,8,0,2313697/natus-vincere-vs-fnatic-esl-pro-league-season-6-europe
8/26/17,Inferno,4411,T,12,6,6,0,7533,CT,16,9,7,0,2313700/nip-vs-north-esl-pro-league-season-6-europe
8/26/17,Inferno,7732,T,7,6,1,0,8242,CT,16,9,7,0,2314090/forcebuy-vs-ares-eleague-csgo-premier-2017-europe-qualifier
8/26/17,Cobblestone,5973,T,16,14,2,0,5974,CT,6,1,5,0,2313661/liquid-vs-clg-esl-pro-league-season-6-north-america
8/26/17,Inferno,5752,T,16,5,11,0,6673,CT,13,10,3,0,2313660/cloud9-vs-nrg-esl-pro-league-season-6-north-america
8/26/17,Inferno,8127,T,16,6,10,0,8292,CT,14,9,5,0,2314068/kliktech-vs-enigma-nest-2017
8/26/17,Cobblestone,6137,T,16,9,7,0,5005,CT,8,6,2,0,2313658/sk-vs-complexity-esl-pro-league-season-6-north-america
8/26/17,Cache,6898,CT,9,5,4,0,7660,T,16,10,6,0,2313799/boot-vs-flash-91lounge-cup-1
8/26/17,Mirage,6898,T,16,6,10,0,7660,CT,14,9,5,0,2313799/boot-vs-flash-91lounge-cup-1
8/26/17,Train,6898,CT,14,5,9,0,7660,T,16,10,6,0,2313799/boot-vs-flash-91lounge-cup-1
8/26/17,Mirage,7498,T,16,11,5,0,8292,CT,6,4,2,0,2313758/psychoactive-vs-enigma-nest-2017
8/26/17,Default,8068,T,16,7,9,0,7253,CT,9,8,1,0,2313820/ago-vs-venatores-csbetgo-cup-1
8/26/17,Train,8068,CT,13,4,9,0,7253,T,16,11,5,0,2313820/ago-vs-venatores-csbetgo-cup-1
8/26/17,Mirage,7479,CT,13,10,3,0,6898,T,16,5,11,0,2313886/emp-vs-boot-91lounge-cup-1
8/26/17,Cache,7479,CT,5,1,4,0,6898,T,16,14,2,0,2313886/emp-vs-boot-91lounge-cup-1
8/26/17,Cobblestone,8248,T,16,4,12,0,8100,CT,13,11,2,0,2313817/pact-vs-off-mode-gray-csbetgo-cup-1
8/26/17,Inferno,8248,T,16,9,7,0,8100,CT,7,6,1,0,2313817/pact-vs-off-mode-gray-csbetgo-cup-1
8/26/17,Train,6651,T,14,7,7,0,8068,CT,16,8,8,0,2314091/gambit-vs-ago-eleague-csgo-premier-2017-europe-qualifier
8/26/17,Train,8305,CT,12,4,8,0,8306,T,16,11,5,0,2314076/dreameaters-vs-smiechawahehe-dreamhack-open-montreal-2017-europe-open-qualifier
8/26/17,Inferno,7489,CT,2,2,0,0,7718,T,16,13,3,0,2314075/epg-vs-movistar-riders-dreamhack-open-montreal-2017-europe-open-qualifier
8/26/17,Mirage,6669,CT,16,10,6,0,7367,T,8,5,3,0,2313807/binary-dragons-vs-quantum-bellator-fire-binary-dragons-prestige-lan
8/26/17,Mirage,8298,T,10,2,8,0,8209,CT,16,13,3,0,2313818/solaris-vs-pompa-csbetgo-cup-1
8/26/17,Cache,8298,T,4,2,2,0,8209,CT,16,13,3,0,2313818/solaris-vs-pompa-csbetgo-cup-1
8/26/17,Mirage,7020,CT,6,3,3,0,7713,T,16,12,4,0,2313808/spirit-vs-north-academy-binary-dragons-prestige-lan
8/26/17,Mirage,4991,T,5,3,2,0,4608,CT,16,12,4,0,2313698/fnatic-vs-natus-vincere-esl-pro-league-season-6-europe
8/26/17,Overpass,6343,T,4,3,1,0,6693,CT,16,12,4,0,2313918/euronics-vs-panthers-esl-meisterschaft-summer-2017-finals
8/26/17,Cache,6343,CT,16,7,9,0,6693,T,12,8,4,0,2313918/euronics-vs-panthers-esl-meisterschaft-summer-2017-finals
8/26/17,Train,6343,CT,17,9,6,2,6693,T,19,6,9,4,2313918/euronics-vs-panthers-esl-meisterschaft-summer-2017-finals
8/26/17,Cache,6211,T,11,8,3,0,7010,CT,16,7,9,0,2313657/renegades-vs-immortals-esl-pro-league-season-6-north-america
8/26/17,Mirage,7856,T,16,12,4,0,8032,CT,7,3,4,0,2313916/envyus-academy-vs-prophecy-gfinity-elite-series
8/26/17,Cobblestone,7856,T,15,12,3,0,8032,CT,19,3,12,0,2313916/envyus-academy-vs-prophecy-gfinity-elite-series
8/26/17,Train,7856,CT,5,5,0,0,8032,T,16,10,6,0,2313916/envyus-academy-vs-prophecy-gfinity-elite-series
8/26/17,Nuke,7533,T,16,11,5,0,4411,CT,5,4,1,0,2313699/north-vs-nip-esl-pro-league-season-6-europe
8/26/17,Overpass,7397,T,6,5,1,0,7969,CT,16,10,6,0,2314081/outlaws-vs-nemiga-dreamhack-open-montreal-2017-europe-open-qualifier
8/26/17,Overpass,7348,CT,16,12,4,0,8048,T,6,3,3,0,2314066/entity-vs-shooting-monkeys-extremesland-2017-india-open-qualifier
8/26/17,Inferno,8318,T,19,7,8,4,7289,CT,17,8,7,2,2314125/aim-high-vs-hyper-dreamhack-open-montreal-2017-north-america-open-qualifier
8/26/17,Nuke,8084,CT,16,9,7,0,8314,T,12,6,6,0,2314119/the-fundamentals-vs-armee-rouge-dreamhack-open-montreal-2017-north-america-open-qualifier
8/26/17,Cache,8313,T,14,8,6,0,8316,CT,16,7,9,0,2314122/yatb-vs-most-wanted-dreamhack-open-montreal-2017-north-america-open-qualifier
8/26/17,Cobblestone,7782,T,16,13,3,0,7504,CT,14,2,12,0,2314118/cucumber-water-vs-jaguar-dreamhack-open-montreal-2017-north-america-open-qualifier
8/26/17,Cache,8221,T,16,14,2,0,8311,CT,2,1,1,0,2314121/tempo-storm-vs-herobrine-dreamhack-open-montreal-2017-north-america-open-qualifier
8/26/17,Nuke,7367,CT,10,7,3,0,7020,T,16,8,8,0,2313810/quantum-bellator-fire-vs-spirit-binary-dragons-prestige-lan
8/26/17,Overpass,8317,CT,16,9,7,0,8310,T,8,6,2,0,2314124/mask-0n-vs-we-make-history-dreamhack-open-montreal-2017-north-america-open-qualifier
8/26/17,Inferno,6669,T,6,3,3,0,7020,CT,16,12,4,0,2313811/binary-dragons-vs-spirit-binary-dragons-prestige-lan
8/26/17,Cache,6366,T,16,14,2,0,8315,CT,2,1,1,0,2314120/vault-vs-c2fire-dreamhack-open-montreal-2017-north-america-open-qualifier
8/26/17,Inferno,7653,T,16,12,4,0,7137,CT,3,3,0,0,2314071/isurus-vs-nocturns-temporada-de-juegos-lan-2017
8/26/17,Cache,7653,CT,16,10,6,0,7137,T,6,5,1,0,2314071/isurus-vs-nocturns-temporada-de-juegos-lan-2017
8/26/17,Overpass,8127,T,13,11,2,0,7498,CT,16,4,12,0,2314113/kliktech-vs-psychoactive-nest-2017
8/27/17,Cobblestone,4763,T,8,5,3,0,6134,CT,16,10,6,0,2314157/hgh-vs-kinguin-dreamhack-open-montreal-2017-europe-closed-qualifier
8/27/17,Overpass,4763,T,8,5,3,0,6134,CT,16,10,6,0,2314157/hgh-vs-kinguin-dreamhack-open-montreal-2017-europe-closed-qualifier
8/27/17,Cobblestone,5310,CT,7,5,2,0,6134,T,16,10,6,0,2314172/hellraisers-vs-kinguin-dreamhack-open-montreal-2017-europe-closed-qualifier
8/27/17,Overpass,5310,T,16,8,8,0,6134,CT,9,7,2,0,2314172/hellraisers-vs-kinguin-dreamhack-open-montreal-2017-europe-closed-qualifier
8/27/17,Cache,5310,T,16,10,6,0,6134,CT,10,5,5,0,2314172/hellraisers-vs-kinguin-dreamhack-open-montreal-2017-europe-closed-qualifier
8/27/17,Cobblestone,7421,T,16,8,8,0,5013,CT,10,7,3,0,2314137/fire-dragoon-vs-orange-iesf-2017-malaysian-qualifier
8/27/17,Train,7421,T,16,7,9,0,5013,CT,12,8,4,0,2314137/fire-dragoon-vs-orange-iesf-2017-malaysian-qualifier
8/27/17,Mirage,4674,CT,12,6,6,0,7900,T,16,9,7,0,2314106/ldlc-vs-spirit-academy-dreamhack-open-montreal-2017-europe-closed-qualifier
8/27/17,Nuke,4674,T,19,5,10,4,7900,CT,16,10,5,1,2314106/ldlc-vs-spirit-academy-dreamhack-open-montreal-2017-europe-closed-qualifier
8/27/17,Inferno,4674,T,12,10,2,0,7900,CT,16,5,11,0,2314106/ldlc-vs-spirit-academy-dreamhack-open-montreal-2017-europe-closed-qualifier
8/27/17,Overpass,8242,CT,16,10,6,0,4602,T,5,5,0,0,2314111/ares-vs-tricked-eleague-csgo-premier-2017-europe-qualifier
8/27/17,Nuke,8242,T,16,11,5,0,4602,CT,8,4,4,0,2314111/ares-vs-tricked-eleague-csgo-premier-2017-europe-qualifier
8/27/17,Cobblestone,6811,CT,16,10,6,0,7924,T,14,5,9,0,2314141/broken-alliance-vs-rise-nation-eleague-csgo-premier-2017-north-america-qualifier
8/27/17,Overpass,6811,T,16,6,10,0,7924,CT,13,9,4,0,2314141/broken-alliance-vs-rise-nation-eleague-csgo-premier-2017-north-america-qualifier
8/27/17,Cobblestone,7010,CT,16,11,5,0,4643,T,9,4,5,0,2314127/immortals-vs-denial-eleague-csgo-premier-2017-north-america-qualifier
8/27/17,Cobblestone,7701,CT,5,2,3,0,7020,T,16,13,3,0,2313813/imperial-vs-spirit-binary-dragons-prestige-lan
8/27/17,Inferno,7701,T,3,3,0,0,7020,CT,16,12,4,0,2313813/imperial-vs-spirit-binary-dragons-prestige-lan
8/27/17,Cobblestone,6301,CT,16,12,4,0,8319,T,4,3,1,0,2314128/splyce-vs-aboc-eleague-csgo-premier-2017-north-america-qualifier
8/27/17,Cobblestone,8325,CT,2,2,0,0,7962,T,16,13,3,0,2314147/revival-vs-sz-absolute-extremesland-2017-japan-open-qualifier
8/27/17,Inferno,7497,CT,14,6,8,0,7964,T,16,9,7,0,2314117/resistance-vs-locastic-nest-2017
8/27/17,Cobblestone,7497,CT,16,10,6,0,7964,T,8,5,3,0,2314117/resistance-vs-locastic-nest-2017
8/27/17,Cache,7497,CT,16,7,9,0,7964,T,13,8,5,0,2314117/resistance-vs-locastic-nest-2017
8/27/17,Nuke,8049,CT,16,13,3,0,7782,T,11,2,9,0,2314177/district-7-vs-cucumber-water-dreamhack-open-montreal-2017-north-america-closed-qualifier
8/27/17,Inferno,8049,CT,16,10,6,0,7782,T,8,5,3,0,2314177/district-7-vs-cucumber-water-dreamhack-open-montreal-2017-north-america-closed-qualifier
8/27/17,Cobblestone,6898,CT,14,8,6,0,7606,T,16,7,9,0,2314074/boot-vs-vici-91lounge-cup-1
8/27/17,Cache,6898,CT,6,4,2,0,7606,T,16,11,5,0,2314074/boot-vs-vici-91lounge-cup-1
8/27/17,Mirage,6978,CT,10,3,7,0,6896,T,16,12,4,0,2314083/singularity-vs-pride-mother-russia-1xbet
8/27/17,Cache,6978,T,2,2,0,0,6896,CT,16,13,3,0,2314083/singularity-vs-pride-mother-russia-1xbet
8/27/17,Train,8322,T,11,4,7,0,8323,CT,16,11,5,0,2314144/inspire-vs-zxcv-extremesland-2017-japan-open-qualifier
8/27/17,Cobblestone,5995,CT,16,11,5,0,4494,T,7,4,3,0,2313701/g2-vs-mousesports-esl-pro-league-season-6-europe
8/27/17,Overpass,5005,T,19,5,10,4,4643,CT,17,10,5,2,2314186/complexity-vs-denial-dreamhack-open-montreal-2017-north-america-closed-qualifier
8/27/17,Train,5005,CT,16,14,2,0,4643,T,6,1,5,0,2314186/complexity-vs-denial-dreamhack-open-montreal-2017-north-america-closed-qualifier
8/27/17,Inferno,7253,CT,11,10,1,0,7681,T,16,5,11,0,2314115/venatores-vs-izako-boars-csbetgo-cup-1
8/27/17,Nuke,7253,CT,12,7,5,0,7681,T,16,8,8,0,2314115/venatores-vs-izako-boars-csbetgo-cup-1
8/27/17,Train,4608,T,16,9,7,0,4411,CT,9,6,3,0,2313703/natus-vincere-vs-nip-esl-pro-league-season-6-europe
8/27/17,Mirage,4411,T,16,4,12,0,4608,CT,13,11,2,0,2313704/nip-vs-natus-vincere-esl-pro-league-season-6-europe
8/27/17,Cache,8209,T,16,9,7,0,8248,CT,11,6,5,0,2314114/pompa-vs-pact-csbetgo-cup-1
8/27/17,Nuke,8209,T,12,8,4,0,8248,CT,16,7,9,0,2314114/pompa-vs-pact-csbetgo-cup-1
8/27/17,Train,8209,CT,18,6,9,3,8248,T,22,9,6,7,2314114/pompa-vs-pact-csbetgo-cup-1
8/27/17,Inferno,8206,CT,9,2,7,0,6192,T,16,13,3,0,2314148/impulse-vs-detonator-extremesland-2017-japan-open-qualifier
8/27/17,Train,7253,CT,22,12,3,7,8209,T,18,3,12,3,2314168/venatores-vs-pompa-csbetgo-cup-1
8/27/17,Cache,7253,T,16,9,7,0,8209,CT,9,6,3,0,2314168/venatores-vs-pompa-csbetgo-cup-1
8/27/17,Cache,4804,T,8,7,1,0,7900,CT,16,8,8,0,2314155/awtr-vs-spirit-academy-dreamhack-open-montreal-2017-europe-closed-qualifier
8/27/17,Overpass,4804,CT,12,6,6,0,7900,T,16,9,7,0,2314155/awtr-vs-spirit-academy-dreamhack-open-montreal-2017-europe-closed-qualifier
8/27/17,Train,7606,T,7,4,3,0,7660,CT,16,11,5,0,2313801/vici-vs-flash-91lounge-cup-1
8/27/17,Inferno,7606,T,5,2,3,0,7660,CT,16,13,3,0,2313801/vici-vs-flash-91lounge-cup-1
8/27/17,Overpass,7010,T,16,10,6,0,6301,CT,13,5,8,0,2314140/immortals-vs-splyce-eleague-csgo-premier-2017-north-america-qualifier
8/27/17,Cobblestone,7010,CT,16,12,4,0,6301,T,5,3,2,0,2314140/immortals-vs-splyce-eleague-csgo-premier-2017-north-america-qualifier
8/27/17,Mirage,7157,T,13,5,8,0,5005,CT,16,10,6,0,2314195/rogue-vs-complexity-dreamhack-open-montreal-2017-north-america-closed-qualifier
8/27/17,Train,7157,T,4,3,1,0,5005,CT,16,12,4,0,2314195/rogue-vs-complexity-dreamhack-open-montreal-2017-north-america-closed-qualifier
8/27/17,Inferno,8120,CT,4,4,0,0,7020,T,16,11,5,0,2313814/avangar-vs-spirit-binary-dragons-prestige-lan
8/27/17,Mirage,8120,T,14,8,6,0,7020,CT,16,7,9,0,2313814/avangar-vs-spirit-binary-dragons-prestige-lan
8/27/17,Train,8181,T,16,12,4,0,6366,CT,13,3,10,0,2314178/gale-force-vs-vault-dreamhack-open-montreal-2017-north-america-closed-qualifier
